account_id,risk_tier,utilization,fico_origination,annual_income,credit_history_months,thin_file,days_past_due,ending_balance,charge_off_flag
27443,Tier 2 - Moderate,0.0,600,40500.0,27,False,0,0.0,0
43690,Tier 2 - Moderate,0.3927,688,32100.0,203,False,0,2473.8,0
32395,Tier 2 - Moderate,0.448,704,64600.0,64,False,0,13844.04,0
43983,Tier 2 - Moderate,0.2706,649,77500.0,124,False,0,3869.52,0
34566,Tier 3 - Elevated,0.8809,604,45800.0,453,False,120,1321.36,0
43073,Tier 1 - Low Risk,0.0,746,83700.0,58,False,0,0.0,0
1730,Tier 2 - Moderate,0.7371,667,54700.0,41,False,0,10613.56,0
528,Tier 1 - Low Risk,0.2409,765,40900.0,72,False,0,6576.21,0
7371,Tier 1 - Low Risk,0.3097,805,62900.0,161,False,30,7123.45,0
32319,Tier 1 - Low Risk,0.0,730,71100.0,429,False,0,0.0,0
6440,Tier 2 - Moderate,0.0,708,37600.0,122,False,0,0.0,0
16577,Tier 2 - Moderate,0.734,693,42900.0,39,False,90,13137.74,0
42872,Tier 2 - Moderate,0.5037,660,155200.0,408,False,90,25187.07,0
13066,Tier 1 - Low Risk,0.0,787,44300.0,360,False,0,0.0,0
2528,Tier 2 - Moderate,0.1384,700,23100.0,139,False,0,1439.59,0
16053,Tier 1 - Low Risk,0.0,780,50900.0,345,False,0,0.0,0
35627,Tier 2 - Moderate,0.7872,696,154600.0,187,False,30,39357.69,0
30797,Tier 2 - Moderate,0.1754,687,86400.0,467,False,30,8768.43,0
34731,Tier 2 - Moderate,0.3074,687,38600.0,85,False,30,4119.78,0
19081,Tier 2 - Moderate,0.1694,707,42500.0,52,False,0,3150.45,0
14395,Tier 2 - Moderate,0.1883,630,46000.0,111,False,30,4048.91,0
40004,Tier 2 - Moderate,0.0,655,21300.0,474,False,0,0.0,0
40920,Tier 2 - Moderate,0.1823,597,73200.0,297,False,0,4193.93,0
4743,Tier 2 - Moderate,0.0783,713,40000.0,89,False,0,1026.37,0
36493,Tier 2 - Moderate,0.3384,637,48600.0,44,False,0,3587.4,0
39142,Tier 2 - Moderate,0.1751,690,44000.0,480,False,0,3799.04,0
36436,Tier 2 - Moderate,0.6069,749,48300.0,113,False,30,17053.76,0
38461,Tier 2 - Moderate,0.335,675,36500.0,169,False,0,6868.31,0
35033,Tier 1 - Low Risk,0.0,793,99200.0,190,False,0,0.0,0
37018,Tier 2 - Moderate,0.2966,668,58500.0,150,False,0,4359.37,0
49938,Tier 1 - Low Risk,0.3122,730,38800.0,314,False,0,7025.2,0
29621,Tier 1 - Low Risk,0.3283,734,34900.0,90,False,0,4694.33,0
11122,Tier 2 - Moderate,0.246,718,59100.0,454,False,0,7257.64,0
49344,Tier 2 - Moderate,0.6795,720,94800.0,148,False,0,33771.97,0
19518,Tier 2 - Moderate,0.398,679,47100.0,27,False,0,9393.92,0
3764,Tier 2 - Moderate,0.5487,651,42500.0,371,False,30,7626.93,0
17987,Tier 2 - Moderate,0.0,664,44500.0,411,False,0,0.0,0
845,Tier 2 - Moderate,0.3646,757,39300.0,10,True,0,4484.51,0
11545,Tier 2 - Moderate,0.4413,659,44200.0,316,False,0,661.97,0
41145,Tier 2 - Moderate,0.0,706,182600.0,97,False,0,0.0,0
34234,Tier 1 - Low Risk,0.5458,850,41900.0,210,False,0,17302.68,0
8112,Tier 1 - Low Risk,0.0,757,87100.0,146,False,0,0.0,0
43614,Tier 2 - Moderate,0.4361,641,79400.0,57,False,0,16442.26,0
16857,Tier 1 - Low Risk,0.3738,742,73000.0,145,False,0,7551.31,0
18760,Tier 4 - High Risk,0.9138,551,30700.0,109,False,180,1370.68,1
48807,Tier 2 - Moderate,0.1413,597,46300.0,75,False,0,2020.18,0
21641,Tier 1 - Low Risk,0.4733,821,67400.0,480,False,0,21109.72,0
19745,Tier 2 - Moderate,0.2754,698,54700.0,157,False,0,4461.4,0
19756,Tier 1 - Low Risk,0.3177,726,65300.0,301,False,0,4097.88,0
44044,Tier 4 - High Risk,0.9854,535,21600.0,32,False,180,1478.09,1
25335,Tier 2 - Moderate,0.0,637,42800.0,64,False,0,0.0,0
21994,Tier 2 - Moderate,0.1994,611,62900.0,89,False,0,299.13,0
43595,Tier 1 - Low Risk,0.1903,790,141400.0,360,False,0,9516.49,0
16016,Tier 2 - Moderate,0.4428,665,54700.0,147,False,0,4649.82,0
5979,Tier 1 - Low Risk,0.1063,726,41400.0,35,False,0,1339.31,0
238,Tier 1 - Low Risk,0.2517,745,66900.0,189,False,0,4529.88,0
44773,Tier 2 - Moderate,0.0,659,65900.0,51,False,0,0.0,0
43271,Tier 2 - Moderate,0.2894,617,79100.0,76,False,0,3907.54,0
49115,Tier 1 - Low Risk,0.4582,723,84700.0,346,False,0,21900.03,0
23097,Tier 1 - Low Risk,0.0826,754,84500.0,203,False,0,1874.75,0
39631,Tier 2 - Moderate,0.0,640,30300.0,192,False,0,0.0,0
6501,Tier 2 - Moderate,0.0,666,30000.0,85,False,0,0.0,0
1932,Tier 2 - Moderate,0.0,701,75400.0,74,False,0,0.0,0
26798,Tier 2 - Moderate,0.1235,715,80900.0,179,False,0,4222.16,0
16302,Tier 2 - Moderate,0.1713,713,42700.0,146,False,0,2295.32,0
12181,Tier 2 - Moderate,0.2594,544,29500.0,230,False,30,389.07,0
6807,Tier 2 - Moderate,0.323,627,33500.0,294,False,60,3423.74,0
28525,Tier 2 - Moderate,0.0964,647,28400.0,191,False,0,539.96,0
26013,Tier 2 - Moderate,0.3714,655,46300.0,191,False,0,3045.12,0
35103,Tier 1 - Low Risk,0.3061,760,118000.0,261,False,0,15305.9,0
8417,Tier 2 - Moderate,0.2332,685,63900.0,217,False,0,4548.36,0
20715,Tier 1 - Low Risk,0.0,733,31000.0,152,False,0,0.0,0
37552,Tier 1 - Low Risk,0.0966,732,60500.0,108,False,0,2937.27,0
31084,Tier 2 - Moderate,0.3349,711,52500.0,190,False,0,9208.66,0
1740,Tier 2 - Moderate,0.0,600,14000.0,85,False,0,0.0,0
24901,Tier 2 - Moderate,0.0,674,36000.0,186,False,0,0.0,0
23506,Tier 2 - Moderate,0.162,685,16100.0,154,False,0,550.91,0
36748,Tier 2 - Moderate,0.5003,655,72300.0,113,False,0,14308.62,0
45689,Tier 2 - Moderate,0.1224,617,42100.0,26,False,30,2166.2,0
36874,Tier 2 - Moderate,0.2728,674,56500.0,91,False,0,5401.03,0
45688,Tier 2 - Moderate,0.7209,764,62500.0,229,False,0,21410.61,0
12002,Tier 1 - Low Risk,0.0,733,84100.0,77,False,0,0.0,0
49152,Tier 2 - Moderate,0.2594,588,55200.0,58,False,90,2593.73,0
3181,Tier 2 - Moderate,0.6867,702,54600.0,111,False,30,16137.56,0
416,Tier 1 - Low Risk,0.4729,759,108400.0,196,False,0,15087.05,0
21646,Tier 1 - Low Risk,0.3273,729,70800.0,118,False,0,10308.56,0
3666,Tier 2 - Moderate,0.2919,708,54700.0,68,False,0,2977.25,0
31480,Tier 1 - Low Risk,0.3725,758,87500.0,247,False,0,11287.67,0
23718,Tier 1 - Low Risk,0.0,741,27700.0,251,False,0,0.0,0
25834,Tier 2 - Moderate,0.0,709,116600.0,211,False,0,0.0,0
16022,Tier 1 - Low Risk,0.0,730,144600.0,480,False,0,0.0,0
8510,Tier 2 - Moderate,0.0,596,35700.0,294,False,0,0.0,0
3950,Tier 2 - Moderate,0.3785,696,64300.0,35,False,0,9765.28,0
11639,Tier 2 - Moderate,0.2183,642,84900.0,173,False,0,6919.3,0
10247,Tier 2 - Moderate,0.2016,672,31800.0,78,False,0,2036.11,0
39375,Tier 1 - Low Risk,0.1679,772,79500.0,163,False,0,8394.37,0
49131,Tier 2 - Moderate,0.2338,643,73500.0,242,False,0,7902.44,0
24648,Tier 2 - Moderate,0.0,695,72100.0,219,False,0,0.0,0
20643,Tier 2 - Moderate,0.4582,673,28200.0,306,False,0,3253.57,0
41038,Tier 1 - Low Risk,0.1319,741,71100.0,424,False,0,2823.04,0
46059,Tier 2 - Moderate,0.5524,716,80700.0,202,False,0,21652.85,0
18318,Tier 2 - Moderate,0.4971,684,59900.0,96,False,0,5368.64,0
42945,Tier 2 - Moderate,0.0,702,77700.0,110,False,0,0.0,0
41327,Tier 1 - Low Risk,0.1107,806,99400.0,301,False,0,3630.71,0
23028,Tier 2 - Moderate,0.2873,689,56100.0,38,False,0,7669.85,0
17704,Tier 3 - Elevated,0.6807,601,49600.0,69,False,180,9053.28,1
8641,Tier 4 - High Risk,0.9943,601,72200.0,145,False,180,20978.74,1
38813,Tier 1 - Low Risk,0.0,782,129600.0,140,False,0,0.0,0
21416,Tier 1 - Low Risk,0.2006,840,89400.0,74,False,0,10030.27,0
33703,Tier 2 - Moderate,0.483,635,30800.0,213,False,180,2270.09,1
16671,Tier 1 - Low Risk,0.5617,749,68800.0,56,False,0,12468.81,0
32161,Tier 1 - Low Risk,0.1554,801,162300.0,316,False,0,7771.54,0
36719,Tier 2 - Moderate,0.0,668,83500.0,46,False,0,0.0,0
12951,Tier 2 - Moderate,0.3651,749,77900.0,10,True,0,5586.08,0
4001,Tier 2 - Moderate,0.2489,624,72300.0,160,False,0,7791.53,0
30018,Tier 1 - Low Risk,0.1972,775,38200.0,185,False,0,2780.87,0
44128,Tier 1 - Low Risk,0.1825,850,101200.0,59,False,0,7261.56,0
32296,Tier 2 - Moderate,0.0,704,29100.0,28,False,0,0.0,0
29084,Tier 2 - Moderate,0.0,671,59800.0,480,False,0,0.0,0
45394,Tier 2 - Moderate,0.0371,622,38400.0,184,False,0,426.42,0
38031,Tier 2 - Moderate,0.5398,589,32900.0,335,False,0,3508.79,0
467,Tier 2 - Moderate,0.5336,682,55200.0,51,False,0,16115.05,0
48629,Tier 2 - Moderate,0.1932,591,24200.0,413,False,0,1796.67,0
30217,Tier 1 - Low Risk,0.0,785,66600.0,480,False,0,0.0,0
5569,Tier 2 - Moderate,0.0,680,33400.0,117,False,0,0.0,0
5009,Tier 2 - Moderate,0.1584,651,40400.0,91,False,30,237.55,0
38773,Tier 1 - Low Risk,0.0,740,148600.0,314,False,0,0.0,0
21819,Tier 2 - Moderate,0.4723,677,43500.0,278,False,30,9588.42,0
34375,Tier 1 - Low Risk,0.3627,850,60900.0,129,False,0,18137.01,0
26833,Tier 2 - Moderate,0.3208,696,78500.0,46,False,0,5550.67,0
18968,Tier 2 - Moderate,0.8894,698,42400.0,165,False,90,20277.74,0
3761,Tier 1 - Low Risk,0.0944,727,78100.0,67,False,0,4239.02,0
47510,Tier 1 - Low Risk,0.3752,804,126700.0,193,False,0,18760.36,0
42025,Tier 2 - Moderate,0.3146,754,88800.0,18,True,0,15729.41,0
43375,Tier 2 - Moderate,0.3928,705,23300.0,17,True,0,4438.68,0
21154,Tier 1 - Low Risk,0.0,727,41900.0,406,False,0,0.0,0
17130,Tier 1 - Low Risk,0.3375,804,77300.0,241,False,30,8470.12,0
43435,Tier 2 - Moderate,0.6221,662,72200.0,64,False,30,9767.03,0
27033,Tier 2 - Moderate,0.5481,708,40500.0,133,False,0,8002.68,0
35898,Tier 1 - Low Risk,0.0,727,51100.0,100,False,0,0.0,0
49959,Tier 3 - Elevated,0.6775,643,35800.0,74,False,30,5013.26,0
40137,Tier 1 - Low Risk,0.0,738,58300.0,191,False,0,0.0,0
40206,Tier 1 - Low Risk,0.4861,739,61400.0,128,False,0,11132.12,0
37562,Tier 2 - Moderate,0.0,676,37300.0,132,False,0,0.0,0
36879,Tier 1 - Low Risk,0.1326,804,26800.0,99,False,0,2798.91,0
2433,Tier 1 - Low Risk,0.4775,824,74700.0,102,False,0,12511.76,0
37074,Tier 2 - Moderate,0.4615,688,27800.0,102,False,0,7753.61,0
37653,Tier 1 - Low Risk,0.0,780,55800.0,461,False,0,0.0,0
31534,Tier 2 - Moderate,0.0,702,23100.0,13,True,0,0.0,0
33608,Tier 2 - Moderate,0.0,638,57300.0,216,False,0,0.0,0
37974,Tier 2 - Moderate,0.0,668,66600.0,26,False,0,0.0,0
29575,Tier 3 - Elevated,0.2142,641,68800.0,16,True,0,6169.81,0
23968,Tier 2 - Moderate,0.4694,645,40500.0,133,False,0,6759.62,0
18143,Tier 2 - Moderate,0.094,607,29800.0,31,False,30,676.95,0
44927,Tier 2 - Moderate,0.2107,635,66200.0,87,False,0,316.01,0
46452,Tier 1 - Low Risk,0.1457,731,30500.0,58,False,0,1456.88,0
35853,Tier 1 - Low Risk,0.0,754,33800.0,101,False,0,0.0,0
17586,Tier 2 - Moderate,0.1221,679,28600.0,83,False,0,1844.08,0
26885,Tier 2 - Moderate,0.5701,706,46700.0,170,False,0,5016.76,0
19984,Tier 1 - Low Risk,0.0,850,96100.0,202,False,0,0.0,0
23667,Tier 1 - Low Risk,0.1225,795,127900.0,51,False,0,6127.12,0
23484,Tier 2 - Moderate,0.0,654,69600.0,177,False,0,0.0,0
10915,Tier 4 - High Risk,0.998,595,31700.0,21,True,180,13772.42,1
28403,Tier 2 - Moderate,0.1923,631,50400.0,357,False,0,3326.31,0
44961,Tier 2 - Moderate,0.307,706,65900.0,462,False,0,6784.99,0
30198,Tier 2 - Moderate,0.4376,718,34900.0,174,False,0,3588.69,0
45210,Tier 1 - Low Risk,0.0,835,54700.0,150,False,0,0.0,0
34969,Tier 2 - Moderate,0.3633,719,113400.0,280,False,0,8718.51,0
747,Tier 1 - Low Risk,0.5048,736,92300.0,120,False,0,25242.49,0
17899,Tier 2 - Moderate,0.0,659,110200.0,195,False,0,0.0,0
39057,Tier 2 - Moderate,0.3587,708,62500.0,204,False,90,12267.39,0
37130,Tier 2 - Moderate,0.0,642,136500.0,334,False,0,0.0,0
6686,Tier 2 - Moderate,0.4509,697,78600.0,101,False,0,11541.8,0
15770,Tier 2 - Moderate,0.2091,716,44500.0,43,False,0,4808.84,0
37751,Tier 2 - Moderate,0.1841,621,36600.0,159,False,0,1730.89,0
12388,Tier 2 - Moderate,0.2039,576,31500.0,196,False,90,305.84,0
48816,Tier 1 - Low Risk,0.4869,779,95100.0,28,False,0,24345.01,0
34715,Tier 1 - Low Risk,0.3347,838,178400.0,406,False,0,16735.34,0
9814,Tier 1 - Low Risk,0.3183,831,31300.0,137,False,30,4137.45,0
40910,Tier 2 - Moderate,0.0,571,41000.0,60,False,0,0.0,0
39158,Tier 2 - Moderate,0.5534,681,52500.0,56,False,0,9296.46,0
16303,Tier 2 - Moderate,0.5546,624,53100.0,141,False,0,4381.39,0
17264,Tier 3 - Elevated,0.6561,648,41900.0,293,False,0,6823.8,0
21309,Tier 2 - Moderate,0.1732,623,23100.0,274,False,30,1177.72,0
46784,Tier 1 - Low Risk,0.2015,778,128800.0,60,False,0,9974.38,0
17281,Tier 3 - Elevated,0.636,617,33200.0,46,False,90,953.96,0
11022,Tier 2 - Moderate,0.0,622,40500.0,68,False,0,0.0,0
14416,Tier 2 - Moderate,0.0,669,69300.0,28,False,0,0.0,0
20709,Tier 1 - Low Risk,0.186,728,67900.0,149,False,0,6155.79,0
7165,Tier 2 - Moderate,0.7633,686,96000.0,129,False,60,24272.95,0
1330,Tier 3 - Elevated,0.8631,612,38500.0,96,False,60,5005.98,0
19226,Tier 2 - Moderate,0.0,682,95100.0,153,False,0,0.0,0
46908,Tier 2 - Moderate,0.0,670,48100.0,330,False,0,0.0,0
34189,Tier 1 - Low Risk,0.295,850,68100.0,79,False,0,14573.55,0
680,Tier 2 - Moderate,0.2885,666,90900.0,233,False,0,14223.19,0
38019,Tier 1 - Low Risk,0.0,740,71300.0,435,False,0,0.0,0
38359,Tier 1 - Low Risk,0.3544,796,118000.0,248,False,0,17721.35,0
28705,Tier 1 - Low Risk,0.1986,785,33800.0,321,False,0,2025.29,0
49385,Tier 2 - Moderate,0.3659,701,59900.0,480,False,0,10866.62,0
24716,Tier 1 - Low Risk,0.37,762,34600.0,46,False,0,3811.43,0
26348,Tier 1 - Low Risk,0.0,736,32900.0,143,False,0,0.0,0
33014,Tier 2 - Moderate,0.0,684,50500.0,74,False,0,0.0,0
8956,Tier 1 - Low Risk,0.2419,754,213300.0,44,False,0,12096.02,0
12715,Tier 2 - Moderate,0.1086,649,52300.0,82,False,30,1846.77,0
3842,Tier 1 - Low Risk,0.4303,756,64500.0,130,False,0,9209.27,0
37089,Tier 2 - Moderate,0.0,710,43700.0,42,False,0,0.0,0
42948,Tier 1 - Low Risk,0.0,829,77700.0,73,False,0,0.0,0
42436,Tier 1 - Low Risk,0.3791,850,110900.0,306,False,0,15882.61,0
42383,Tier 2 - Moderate,0.471,614,37100.0,178,False,0,4756.72,0
28732,Tier 2 - Moderate,0.0,698,75500.0,433,False,0,0.0,0
8127,Tier 2 - Moderate,0.3886,652,33500.0,251,False,0,4391.58,0
3159,Tier 1 - Low Risk,0.2326,720,49300.0,92,False,0,2163.27,0
23162,Tier 2 - Moderate,0.5116,545,50700.0,100,False,60,767.42,0
17187,Tier 2 - Moderate,0.5063,692,67900.0,59,False,0,13112.64,0
13598,Tier 2 - Moderate,0.4578,709,115500.0,137,False,0,13046.11,0
9565,Tier 2 - Moderate,0.2308,648,55300.0,304,False,0,5930.97,0
31353,Tier 2 - Moderate,0.2714,669,76900.0,213,False,0,6051.88,0
15309,Tier 2 - Moderate,0.651,829,72400.0,282,False,0,12629.27,0
22241,Tier 1 - Low Risk,0.4583,744,56000.0,352,False,0,5820.17,0
5363,Tier 1 - Low Risk,0.4881,720,89900.0,188,False,60,22110.4,0
24289,Tier 1 - Low Risk,0.5159,745,150900.0,189,False,0,25794.72,0
6556,Tier 4 - High Risk,0.9181,585,30500.0,59,False,180,3672.49,1
705,Tier 2 - Moderate,0.7643,695,29200.0,75,False,0,6955.21,0
15315,Tier 1 - Low Risk,0.3446,754,105500.0,440,False,0,17231.38,0
36722,Tier 1 - Low Risk,0.268,804,100200.0,156,False,0,10051.24,0
31531,Tier 1 - Low Risk,0.4248,753,98300.0,237,False,0,21240.08,0
30395,Tier 2 - Moderate,0.0,710,39400.0,48,False,0,0.0,0
26219,Tier 2 - Moderate,0.4403,690,55100.0,276,False,0,12767.81,0
25567,Tier 2 - Moderate,0.4303,681,101400.0,76,False,0,13511.71,0
4495,Tier 1 - Low Risk,0.2133,721,56800.0,158,False,0,7700.3,0
24028,Tier 1 - Low Risk,0.0,752,44600.0,45,False,0,0.0,0
46002,Tier 1 - Low Risk,0.4808,843,153000.0,423,False,0,24037.57,0
40807,Tier 3 - Elevated,0.5247,657,59800.0,13,True,0,6768.92,0
2166,Tier 2 - Moderate,0.0912,682,51800.0,268,False,0,1959.96,0
5136,Tier 2 - Moderate,0.2952,670,89600.0,25,False,30,4693.1,0
3628,Tier 2 - Moderate,0.5876,622,40800.0,133,False,0,3290.32,0
48571,Tier 2 - Moderate,0.341,694,43700.0,122,False,0,7501.24,0
28439,Tier 2 - Moderate,0.3085,719,76100.0,363,False,0,8762.69,0
21384,Tier 2 - Moderate,0.2401,605,35700.0,193,False,0,2064.99,0
36344,Tier 2 - Moderate,0.0,694,56900.0,265,False,0,0.0,0
13819,Tier 2 - Moderate,0.0,691,50100.0,376,False,0,0.0,0
5219,Tier 2 - Moderate,0.3474,753,111700.0,21,True,0,16503.09,0
43828,Tier 1 - Low Risk,0.0,809,130700.0,385,False,0,0.0,0
33175,Tier 2 - Moderate,0.0,675,49500.0,16,True,0,0.0,0
38354,Tier 2 - Moderate,0.5636,586,19000.0,156,False,0,845.37,0
22220,Tier 2 - Moderate,0.6126,765,48700.0,54,False,0,12680.22,0
49966,Tier 2 - Moderate,0.0,700,84300.0,123,False,0,0.0,0
7082,Tier 2 - Moderate,0.0,705,66100.0,357,False,0,0.0,0
25853,Tier 2 - Moderate,0.4823,627,37600.0,182,False,0,4677.83,0
11831,Tier 1 - Low Risk,0.1937,738,63300.0,129,False,0,5192.49,0
38246,Tier 2 - Moderate,0.264,699,32900.0,296,False,0,4645.52,0
36013,Tier 2 - Moderate,0.0,633,71800.0,288,False,0,0.0,0
42845,Tier 1 - Low Risk,0.0,754,71900.0,24,False,0,0.0,0
3463,Tier 1 - Low Risk,0.0531,727,101000.0,469,False,0,2657.05,0
12742,Tier 2 - Moderate,0.0,680,152000.0,251,False,0,0.0,0
36195,Tier 2 - Moderate,0.4086,674,86100.0,71,False,0,5679.12,0
31596,Tier 2 - Moderate,0.0,693,59200.0,105,False,0,0.0,0
19894,Tier 1 - Low Risk,0.3013,841,82200.0,304,False,30,15067.12,0
23646,Tier 2 - Moderate,0.0,638,33800.0,293,False,0,0.0,0
44455,Tier 1 - Low Risk,0.0,724,38600.0,339,False,0,0.0,0
46292,Tier 1 - Low Risk,0.3971,726,22400.0,70,False,0,5598.64,0
23574,Tier 1 - Low Risk,0.1117,769,34700.0,162,False,0,2748.93,0
1763,Tier 2 - Moderate,0.2214,737,36400.0,17,True,0,4959.59,0
49654,Tier 1 - Low Risk,0.0,814,40600.0,50,False,0,0.0,0
16770,Tier 2 - Moderate,0.4918,649,55800.0,81,False,0,6294.92,0
20364,Tier 2 - Moderate,0.3881,705,75300.0,127,False,0,13233.06,0
36055,Tier 2 - Moderate,0.6313,778,64400.0,13,True,0,16286.39,0
13099,Tier 1 - Low Risk,0.065,751,58800.0,139,False,0,1552.52,0
22280,Tier 2 - Moderate,0.0,650,83400.0,89,False,0,0.0,0
43901,Tier 1 - Low Risk,0.372,737,71400.0,394,False,0,15141.62,0
31171,Tier 2 - Moderate,0.574,646,33700.0,28,False,0,8897.45,0
1724,Tier 2 - Moderate,0.4721,717,43900.0,222,False,0,10339.59,0
48249,Tier 1 - Low Risk,0.0,733,81400.0,52,False,0,0.0,0
11795,Tier 3 - Elevated,0.6602,617,22500.0,55,False,0,2574.73,0
14760,Tier 1 - Low Risk,0.1965,850,81900.0,129,False,0,9764.71,0
38306,Tier 2 - Moderate,0.0,696,35800.0,73,False,0,0.0,0
277,Tier 2 - Moderate,0.647,671,88400.0,140,False,60,9899.47,0
34749,Tier 2 - Moderate,0.3426,687,47600.0,136,False,0,5652.33,0
20871,Tier 2 - Moderate,0.1603,685,61400.0,268,False,0,5803.14,0
18933,Tier 2 - Moderate,0.7694,702,81000.0,145,False,0,14464.62,0
2490,Tier 1 - Low Risk,0.5689,850,114500.0,109,False,0,28442.73,0
4620,Tier 2 - Moderate,0.0,659,44000.0,422,False,0,0.0,0
14420,Tier 2 - Moderate,0.3296,712,78700.0,321,False,0,16477.61,0
24659,Tier 2 - Moderate,0.5735,716,81100.0,180,False,0,21160.94,0
34718,Tier 1 - Low Risk,0.0,761,73900.0,262,False,0,0.0,0
21787,Tier 2 - Moderate,0.7714,690,70400.0,63,False,30,19130.21,0
27942,Tier 1 - Low Risk,0.4187,749,49200.0,385,False,30,11138.22,0
33226,Tier 2 - Moderate,0.2846,688,20000.0,33,False,30,967.68,0
13778,Tier 1 - Low Risk,0.0,731,86800.0,125,False,0,0.0,0
41994,Tier 1 - Low Risk,0.1481,820,56600.0,449,False,0,5361.64,0
4445,Tier 1 - Low Risk,0.0,772,74500.0,375,False,0,0.0,0
41932,Tier 2 - Moderate,0.4386,706,66600.0,322,False,0,17455.04,0
48866,Tier 1 - Low Risk,0.2835,848,54700.0,59,False,0,14173.33,0
9495,Tier 1 - Low Risk,0.4092,723,32600.0,67,False,0,6300.96,0
24548,Tier 3 - Elevated,0.495,585,85400.0,18,True,0,5791.13,0
5572,Tier 1 - Low Risk,0.4971,763,41600.0,111,False,0,5766.57,0
31895,Tier 2 - Moderate,0.2311,685,33800.0,451,False,0,3443.92,0
15414,Tier 2 - Moderate,0.2663,709,68500.0,60,False,0,4553.28,0
49644,Tier 1 - Low Risk,0.0731,788,80100.0,97,False,0,2114.02,0
23692,Tier 2 - Moderate,0.0254,712,47400.0,122,False,0,38.12,0
6423,Tier 1 - Low Risk,0.1776,742,21700.0,69,False,0,816.84,0
21327,Tier 2 - Moderate,0.2199,618,78100.0,60,False,0,2264.6,0
18238,Tier 3 - Elevated,0.7896,623,67700.0,108,False,180,24635.28,1
1015,Tier 1 - Low Risk,0.0666,776,47500.0,170,False,0,1425.64,0
28304,Tier 1 - Low Risk,0.0,794,104300.0,228,False,0,0.0,0
4590,Tier 2 - Moderate,0.3382,680,58100.0,184,False,0,10552.86,0
17163,Tier 2 - Moderate,0.1327,672,49200.0,79,False,30,3542.67,0
48133,Tier 4 - High Risk,1.0063,506,15700.0,26,False,180,1308.15,1
38785,Tier 1 - Low Risk,0.2714,782,75900.0,236,False,0,4505.58,0
33170,Tier 2 - Moderate,0.2544,608,20800.0,456,False,30,2264.6,0
36259,Tier 2 - Moderate,0.2203,691,45500.0,19,True,0,2797.42,0
28127,Tier 1 - Low Risk,0.3381,766,34900.0,243,False,0,6186.52,0
44693,Tier 2 - Moderate,0.2683,668,49500.0,340,False,30,7403.95,0
36857,Tier 1 - Low Risk,0.0,759,85000.0,81,False,0,0.0,0
30943,Tier 2 - Moderate,0.0,619,37000.0,236,False,0,0.0,0
31667,Tier 1 - Low Risk,0.3287,743,86300.0,271,False,0,16039.86,0
5712,Tier 1 - Low Risk,0.5229,724,33900.0,388,False,0,3921.78,0
21407,Tier 2 - Moderate,0.0,719,58500.0,147,False,0,0.0,0
1227,Tier 2 - Moderate,0.4966,538,31800.0,30,False,30,744.87,0
22178,Tier 1 - Low Risk,0.4624,739,57400.0,214,False,30,11189.31,0
3631,Tier 1 - Low Risk,0.5723,759,47100.0,133,False,0,5723.16,0
10109,Tier 1 - Low Risk,0.1695,767,53000.0,292,False,0,5254.25,0
26672,Tier 2 - Moderate,0.097,667,61200.0,197,False,0,1086.5,0
27239,Tier 2 - Moderate,0.2286,662,67100.0,480,False,0,7064.71,0
20294,Tier 2 - Moderate,0.1895,614,38500.0,28,False,0,1478.0,0
31863,Tier 2 - Moderate,0.4232,653,46200.0,249,False,0,3851.07,0
40186,Tier 2 - Moderate,0.0,702,68700.0,142,False,0,0.0,0
17293,Tier 2 - Moderate,0.182,643,30000.0,205,False,30,1419.61,0
2317,Tier 2 - Moderate,0.0,667,31200.0,56,False,0,0.0,0
2934,Tier 2 - Moderate,0.7088,678,29000.0,150,False,0,8506.13,0
32468,Tier 2 - Moderate,0.693,727,27700.0,160,False,0,8524.02,0
48538,Tier 2 - Moderate,0.318,709,113600.0,130,False,0,15897.77,0
47004,Tier 1 - Low Risk,0.409,812,54900.0,291,False,0,10101.92,0
36241,Tier 1 - Low Risk,0.162,729,37600.0,129,False,0,3433.85,0
44373,Tier 1 - Low Risk,0.0,781,71700.0,55,False,0,0.0,0
31049,Tier 2 - Moderate,0.0,672,56200.0,41,False,0,0.0,0
37124,Tier 1 - Low Risk,0.1682,726,48900.0,257,False,0,1984.43,0
44100,Tier 1 - Low Risk,0.0,751,76800.0,341,False,0,0.0,0
19316,Tier 2 - Moderate,0.3583,733,68400.0,9,True,0,7416.24,0
12223,Tier 1 - Low Risk,0.0,780,35500.0,229,False,0,0.0,0
11785,Tier 1 - Low Risk,0.0,734,65800.0,104,False,0,0.0,0
15453,Tier 2 - Moderate,0.0,677,48300.0,379,False,0,0.0,0
49059,Tier 1 - Low Risk,0.0,800,52400.0,60,False,0,0.0,0
19965,Tier 2 - Moderate,0.6224,772,36500.0,156,False,0,9709.3,0
27618,Tier 1 - Low Risk,0.1162,799,80400.0,174,False,30,5810.74,0
39102,Tier 1 - Low Risk,0.1556,787,54700.0,401,False,0,3438.07,0
37483,Tier 3 - Elevated,0.7028,620,52000.0,298,False,150,12439.02,0
36947,Tier 1 - Low Risk,0.2533,745,116200.0,156,False,0,12665.44,0
41584,Tier 1 - Low Risk,0.4683,767,34600.0,315,False,0,9739.93,0
3700,Tier 2 - Moderate,0.3896,682,54700.0,335,False,0,19479.31,0
4392,Tier 3 - Elevated,0.6415,543,21300.0,361,False,180,962.18,1
