account_id,cardholder_id,product_id,open_date,credit_limit
14562,14562,4,10/10/2024,26100
14563,14563,1,2019-04-20,1500
14564,14564,3,2023-06-23,"$12,600.00"
14565,14565,4,2019-01-06,"$49,300.00"
14566,14566,4,2024-07-10,33100
14567,14567,4,Oct 13 2023,"$41,900.00"
14568,14568,3,Aug 28 2021,9400.00
14569,14569,4,05/03/2022,"$23,600.00"
14570,14570,3,2022-09-12,47200.00
14571,14571,1,2023-10-08,1500
14572,14572,3,2022-10-07,"$20,800.00"
14573,14573,3,2023-12-23,4200.00
14574,14574,3,02/27/2024,"$17,100.00"
14575,14575,4,10/30/2018,"$50,000.00"
14576,14576,3,2021-08-28,21700
14577,14577,1,11/20/2021,1500.00
14578,14578,4,12/30/2022,"$21,000.00"
14579,14579,2,2021-12-27,"$16,700.00"
14580,14580,3,Jun 14 2023,"$19,500.00"
14581,14581,1,Feb 12 2019,"$1,500.00"
14582,14582,3,2023-06-20,33800
14583,14583,4,03/13/2024,"$36,100.00"
14584,14584,3,2024-04-15,13100
14585,14585,3,2020-09-20,"$16,900.00"
14586,14586,2,Oct 27 2021,"$9,300.00"
14587,14587,3,12/30/2022,10100
14588,14588,3,2021-12-24,50000
14589,14589,2,2022-03-10,8300
14590,14590,2,May 02 2021,24300
14591,14591,3,2022-01-18,"$19,700.00"
14592,14592,3,08/17/2024,43100.00
14593,14593,4,2023-01-31,33200
14594,14594,4,2023-08-03,23100
14595,14595,3,10/29/2018,10100
14596,14596,3,09/13/2025,26700
14597,14597,4,2022-04-26,"$50,000.00"
14598,14598,3,2020-04-08,24700
14599,14599,4,Sep 29 2018,"$28,800.00"
14600,14600,1,Sep 25 2018,"$1,500.00"
14601,14601,2,May 12 2021,"$7,500.00"
14602,14602,4,2024-11-07,"$50,000.00"
14603,14603,3,Jun 17 2020,"$6,300.00"
14604,14604,3,2025-08-05,13500
14605,14605,1,2020-04-17,1500.00
14606,14606,3,06/10/2018,9500
14607,14607,1,04/17/2021,"$1,500.00"
14608,14608,3,Dec 08 2018,10200
14609,14609,3,2020-12-01,17400
14610,14610,3,2018-11-07,35600
14611,14611,4,Dec 13 2020,"$36,100.00"
14612,14612,2,2025-05-07,"$9,200.00"
14613,14613,2,May 12 2019,"$15,700.00"
14614,14614,3,11/20/2018,"$25,400.00"
14615,14615,2,2020-12-10,19500
14616,14616,3,2020-10-14,21400
14617,14617,4,Mar 03 2020,22000
14618,14618,3,2022-12-20,5800
14619,14619,2,06/03/2021,"$13,700.00"
14620,14620,1,2021-05-25,"$1,500.00"
14621,14621,1,11/10/2025,"$1,500.00"
14622,14622,4,2022-07-14,"$39,800.00"
14623,14623,3,Jul 27 2018,7700.00
14624,14624,2,2019-05-25,"$9,500.00"
14625,14625,2,05/11/2024,10800.00
14626,14626,2,12/22/2024,"$5,000.00"
14627,14627,4,10/08/2018,19000
14628,14628,4,2023-03-01,"$35,800.00"
14629,14629,4,08/09/2022,34100
14630,14630,3,10/13/2024,25200
14631,14631,3,2023-01-25,"$16,400.00"
14632,14632,2,Nov 08 2018,6600.00
14633,14633,3,2021-12-31,21500.00
14634,14634,1,04/24/2019,"$1,500.00"
14635,14635,3,Mar 08 2019,"$11,200.00"
14636,14636,4,11/12/2024,50000.00
14637,14637,4,Dec 10 2019,9400.00
14638,14638,4,2019-01-15,"$32,100.00"
14639,14639,3,2023-07-22,35800
14640,14640,3,2018-12-08,6500.00
14641,14641,4,2022-08-09,"$50,000.00"
14642,14642,3,2020-09-12,41100
14643,14643,3,2023-02-25,6100
14644,14644,3,2022-06-15,22300
14645,14645,2,2019-03-13,20600.00
14646,14646,3,2020-10-31,11600
14647,14647,2,2024-07-03,10700.00
14648,14648,2,07/22/2023,10400.00
14649,14649,4,2024-10-30,25200.00
14650,14650,2,12/25/2022,7000.00
14651,14651,4,01/30/2020,19900.00
14652,14652,2,Feb 06 2021,23300
14653,14653,2,2024-03-11,16700
14654,14654,3,11/22/2019,26100.00
14655,14655,3,12/19/2019,29400
14656,14656,4,2022-01-10,50000
14657,14657,3,2023-10-16,9800
14658,14658,2,01/07/2023,"$15,800.00"
14659,14659,2,12/14/2020,28900.00
14660,14660,4,08/24/2023,29000
14661,14661,2,2020-08-04,9600.00
14662,14662,2,2025-07-14,"$15,900.00"
14663,14663,3,2019-12-24,14200
14664,14664,3,Aug 28 2021,22700
14665,14665,2,2020-07-05,50000
14666,14666,2,Apr 11 2022,"$32,700.00"
14667,14667,4,05/24/2024,17800
14668,14668,2,2022-11-24,"$5,000.00"
14669,14669,2,Dec 21 2022,"$11,000.00"
14670,14670,3,2021-09-25,"$10,500.00"
14671,14671,3,2022-08-22,"$49,500.00"
14672,14672,4,12/30/2020,32800
14673,14673,4,Dec 09 2020,20000.00
14674,14674,2,2024-03-12,"$17,400.00"
14675,14675,2,2023-05-30,"$8,200.00"
14676,14676,3,2021-10-22,17300
14677,14677,4,Mar 05 2023,"$12,300.00"
14678,14678,1,Aug 11 2019,"$1,500.00"
14679,14679,4,11/28/2021,27700
14680,14680,4,2024-08-02,"$13,800.00"
14681,14681,2,Jan 26 2024,19300
14682,14682,4,08/06/2018,17800
14683,14683,3,2020-10-26,22000
14684,14684,4,May 05 2022,30700
14685,14685,4,06/17/2018,50000
14686,14686,4,2018-09-20,10800.00
14687,14687,2,2018-08-29,"$9,500.00"
14688,14688,4,2025-08-27,"$20,800.00"
14689,14689,4,2018-12-31,"$34,400.00"
14690,14690,2,2020-06-19,"$6,400.00"
14691,14691,3,Jul 10 2024,"$17,500.00"
14692,14692,2,2025-01-26,27500.00
14693,14693,4,2019-11-12,8400
14694,14694,2,2020-11-05,18600
14695,14695,3,07/05/2019,16400
14696,14696,4,2024-08-20,10600.00
14697,14697,2,2020-09-17,"$4,900.00"
14698,14698,4,Apr 07 2023,34000
14699,14699,2,2022-11-27,"$9,900.00"
14700,14700,3,2023-04-28,"$26,300.00"
14701,14701,4,2018-12-13,13900.00
14702,14702,2,2024-03-13,"$17,100.00"
14703,14703,4,2022-11-05,"$13,100.00"
14704,14704,4,2024-10-04,17800
14705,14705,3,2021-10-11,"$50,000.00"
14706,14706,4,2023-03-21,50000.00
14707,14707,2,2024-05-31,"$10,600.00"
14708,14708,2,2022-01-23,"$4,700.00"
14709,14709,2,06/27/2021,10200
14710,14710,1,2024-10-22,"$1,500.00"
14711,14711,4,2020-10-18,43100
14712,14712,1,Sep 14 2018,"$1,500.00"
14713,14713,2,2018-12-19,"$13,600.00"
14714,14714,3,10/27/2019,41700
14715,14715,4,04/02/2020,"$27,900.00"
14716,14716,3,2018-11-23,50000
14717,14717,2,2019-10-06,"$19,500.00"
14718,14718,4,2025-09-09,50000
14719,14719,3,2020-12-10,"$30,100.00"
14720,14720,4,Mar 19 2023,48700
14721,14721,2,12/16/2022,"$9,800.00"
14722,14722,3,Mar 16 2020,29200
14723,14723,3,2023-04-04,"$18,700.00"
14724,14724,2,Feb 14 2022,"$40,100.00"
14725,14725,3,Mar 21 2024,"$24,400.00"
14726,14726,4,Dec 20 2021,13900
14727,14727,3,03/08/2020,16800
14728,14728,2,06/25/2018,9500.00
14729,14729,4,2023-09-05,16600
14730,14730,4,2020-09-06,"$31,000.00"
14731,14731,4,2024-04-24,"$38,800.00"
14732,14732,4,Aug 09 2021,17100.00
14733,14733,3,08/18/2022,50000.00
14734,14734,2,Sep 17 2023,14100
14735,14735,4,Jan 08 2023,28800
14736,14736,4,02/17/2022,45500.00
14737,14737,3,2020-05-06,36600.00
14738,14738,3,2023-03-15,"$50,000.00"
14739,14739,4,04/05/2019,15600
14740,14740,4,06/04/2024,"$27,200.00"
14741,14741,4,Mar 05 2024,12300
14742,14742,4,Sep 17 2023,25600
14743,14743,3,2023-11-17,10000.00
14744,14744,4,Nov 24 2025,38700
14745,14745,4,2022-11-09,50000
14746,14746,3,2022-12-30,"$8,300.00"
14747,14747,4,Sep 15 2023,35700
14748,14748,2,2020-10-19,11000.00
14749,14749,3,Jun 02 2025,"$6,900.00"
14750,14750,4,Mar 22 2022,40400
14751,14751,2,Jun 05 2024,14800.00
14752,14752,1,05/28/2023,"$1,500.00"
14753,14753,3,2024-04-18,10300
14754,14754,1,2021-11-01,1500
14755,14755,2,2024-09-29,16700
14756,14756,4,Sep 27 2025,24300.00
14757,14757,2,2020-07-08,8300
14758,14758,3,2024-07-02,28100
14759,14759,1,2022-07-25,"$1,500.00"
14760,14760,4,2022-06-20,"$49,700.00"
14761,14761,3,2021-08-25,43000
14762,14762,3,Apr 19 2025,"$17,200.00"
14763,14763,3,2023-02-23,25800.00
14764,14764,4,2025-09-01,"$24,200.00"
14765,14765,4,2020-06-08,13200
14766,14766,4,10/19/2024,23600
14767,14767,4,2021-06-22,45600.00
14768,14768,3,Nov 06 2023,13400
14769,14769,4,2021-02-17,34800
14770,14770,3,2018-10-23,"$36,900.00"
14771,14771,4,2018-07-04,24700
14772,14772,2,04/03/2025,"$10,500.00"
14773,14773,3,2025-11-21,28900.00
14774,14774,3,03/15/2021,"$15,400.00"
14775,14775,4,2021-12-09,"$8,300.00"
14776,14776,4,2021-07-04,20500.00
14777,14777,1,Apr 06 2021,"$1,500.00"
14778,14778,2,08/18/2024,17800
14779,14779,3,10/20/2020,39900
14780,14780,4,06/29/2020,49900
14781,14781,4,2025-07-14,"$31,300.00"
14782,14782,3,2018-09-26,15900
14783,14783,2,2025-05-27,23300.00
14784,14784,4,2021-06-23,37800
14785,14785,2,07/22/2019,"$20,100.00"
14786,14786,3,12/07/2023,"$24,800.00"
14787,14787,2,2025-02-09,22200
14788,14788,4,08/10/2024,16600
14789,14789,4,Nov 26 2019,43300
14790,14790,2,2020-08-06,7000.00
14791,14791,3,Apr 14 2023,23400
14792,14792,4,2020-06-14,"$23,700.00"
14793,14793,4,2022-08-19,39200
14794,14794,3,2021-05-23,"$17,500.00"
14795,14795,3,06/10/2022,13900.00
14796,14796,4,2023-09-18,"$30,100.00"
14797,14797,4,2018-07-20,"$50,000.00"
14798,14798,3,02/11/2023,4700
14799,14799,3,Mar 18 2025,"$30,000.00"
14800,14800,3,2025-02-17,18700.00
14801,14801,4,Oct 19 2025,37300
14802,14802,4,Jan 24 2019,"$34,400.00"
14803,14803,3,2025-04-24,17800.00
14804,14804,3,May 21 2025,"$16,200.00"
14805,14805,2,2025-01-08,"$18,000.00"
14806,14806,2,02/25/2019,"$11,900.00"
14807,14807,4,Sep 09 2024,"$8,200.00"
14808,14808,4,07/08/2022,"$15,000.00"
14809,14809,2,07/24/2019,13400
14810,14810,3,2018-07-02,25800.00
14811,14811,2,Jul 22 2023,7100
14812,14812,2,Sep 07 2025,"$13,100.00"
14813,14813,4,11/21/2022,"$48,200.00"
14814,14814,3,2021-07-03,18600
14815,14815,3,12/19/2022,"$50,000.00"
14816,14816,4,2021-12-30,35700.00
14817,14817,3,11/06/2023,"$17,000.00"
14818,14818,1,2024-02-29,1500
14819,14819,4,2018-08-16,17700.00
14820,14820,3,2021-11-13,10600
14821,14821,4,2020-09-22,"$21,100.00"
14822,14822,1,2023-09-20,"$1,500.00"
14823,14823,3,02/13/2019,"$16,000.00"
14824,14824,3,2018-06-15,"$34,900.00"
14825,14825,3,07/03/2022,"$11,400.00"
14826,14826,2,02/10/2020,"$15,200.00"
14827,14827,1,2021-04-19,"$1,500.00"
14828,14828,3,2023-04-17,"$9,100.00"
14829,14829,4,06/30/2021,"$50,000.00"
14830,14830,4,06/03/2021,"$50,000.00"
14831,14831,3,Apr 05 2020,"$15,800.00"
14832,14832,1,03/17/2024,"$1,500.00"
14833,14833,4,2020-09-25,23200.00
14834,14834,4,10/29/2025,10500
14835,14835,4,2024-08-04,30100
14836,14836,4,06/05/2018,13100
14837,14837,4,Oct 19 2018,50000
14838,14838,3,08/31/2019,"$11,800.00"
14839,14839,3,02/27/2021,"$9,700.00"
14840,14840,4,12/07/2019,34600
14841,14841,3,2023-04-26,"$15,000.00"
14842,14842,3,Nov 06 2021,6300
14843,14843,4,2024-01-29,19600.00
14844,14844,4,Feb 21 2019,23800
14845,14845,2,Apr 24 2023,15600.00
14846,14846,4,2021-04-03,11200.00
14847,14847,4,07/22/2025,"$5,200.00"
14848,14848,4,2024-03-31,9000.00
14849,14849,4,03/01/2023,23800
14850,14850,2,11/04/2023,"$15,800.00"
14851,14851,2,09/13/2025,"$12,500.00"
14852,14852,3,2019-10-03,12300
14853,14853,3,2023-09-01,16000.00
14854,14854,3,2021-12-12,"$37,300.00"
14855,14855,2,2021-05-11,15900.00
14856,14856,3,03/17/2021,30700.00
14857,14857,3,01/12/2022,21800.00
14858,14858,2,2021-11-07,7900
14859,14859,3,04/01/2024,16000
14860,14860,4,2024-05-08,43400
14861,14861,4,2019-07-28,"$31,000.00"
14862,14862,4,2023-05-05,20600.00
14863,14863,2,2021-05-17,"$14,500.00"
14864,14864,2,2021-08-28,12600
14865,14865,3,2022-08-10,"$21,800.00"
14866,14866,1,2024-05-07,1500
14867,14867,1,11/15/2019,"$1,500.00"
14868,14868,1,03/20/2019,"$1,500.00"
14869,14869,4,09/07/2020,50000.00
14870,14870,2,2024-08-02,"$16,900.00"
14871,14871,1,Sep 18 2024,1500.00
14872,14872,3,2019-11-27,"$38,700.00"
14873,14873,1,05/17/2025,"$1,500.00"
14874,14874,3,Aug 08 2018,"$15,700.00"
14875,14875,3,2018-10-11,"$36,900.00"
14876,14876,2,2021-02-01,13300
14877,14877,4,11/12/2025,"$30,100.00"
14878,14878,3,2019-05-08,22600.00
14879,14879,1,Nov 20 2019,1500
14880,14880,4,03/28/2022,"$45,300.00"
14881,14881,3,11/19/2019,17700
14882,14882,4,2025-06-13,31800
14883,14883,2,2023-02-20,"$16,300.00"
14884,14884,3,Mar 29 2024,7000
14885,14885,2,2020-05-11,12600
14886,14886,3,01/29/2024,13100
14887,14887,3,Jul 30 2019,"$8,900.00"
14888,14888,1,2025-08-24,"$1,500.00"
14889,14889,4,07/02/2019,"$50,000.00"
14890,14890,3,2021-07-31,21600
14891,14891,3,01/25/2021,25100
14892,14892,3,Aug 04 2024,32700
14893,14893,4,Aug 15 2018,"$15,300.00"
14894,14894,2,Jan 11 2023,5300
14895,14895,1,09/23/2022,1500
14896,14896,4,10/01/2022,"$50,000.00"
14897,14897,3,07/14/2018,12500
14898,14898,2,Jun 11 2022,"$12,700.00"
14899,14899,3,03/10/2023,"$50,000.00"
14900,14900,4,2024-01-10,20300
14901,14901,3,Aug 31 2019,"$22,300.00"
14902,14902,4,2019-01-07,8800
14903,14903,4,2020-09-20,"$17,900.00"
14904,14904,3,Jan 06 2022,"$46,100.00"
14905,14905,3,2024-01-08,10400
14906,14906,4,2023-11-17,"$27,800.00"
14907,14907,3,2018-06-23,"$44,500.00"
14908,14908,1,09/12/2024,1500.00
14909,14909,4,2019-05-23,"$50,000.00"
14910,14910,4,2020-04-19,"$50,000.00"
14911,14911,3,Aug 29 2019,10200
14912,14912,3,Feb 13 2022,"$26,400.00"
14913,14913,4,2020-01-17,"$50,000.00"
14914,14914,4,Apr 23 2019,15100
14915,14915,2,Nov 01 2021,16900
14916,14916,4,2019-09-14,44600.00
14917,14917,2,10/13/2025,19000
14918,14918,4,01/31/2019,29200.00
14919,14919,4,10/01/2019,"$19,000.00"
14920,14920,2,2018-12-06,"$8,200.00"
14921,14921,2,2019-04-13,5700
14922,14922,3,2020-05-24,"$22,500.00"
14923,14923,4,2022-07-10,"$47,600.00"
14924,14924,2,12/21/2020,"$16,800.00"
14925,14925,2,2019-04-17,13200
14926,14926,4,01/02/2022,25500.00
14927,14927,3,03/18/2024,13400
14928,14928,3,2018-06-12,9000
14929,14929,2,2019-03-09,"$18,600.00"
14930,14930,3,10/05/2023,37800
14931,14931,4,2024-08-16,50000
14932,14932,2,2024-03-26,18100
14933,14933,2,2023-09-13,8300.00
14934,14934,3,07/06/2020,24400.00
14935,14935,3,03/27/2023,14500
14936,14936,3,06/17/2024,"$20,600.00"
14937,14937,3,06/17/2020,20000
14938,14938,3,2024-06-09,19000
14939,14939,4,2020-09-01,"$33,300.00"
14940,14940,4,2024-03-16,"$50,000.00"
14941,14941,2,10/02/2020,25900
14942,14942,4,Nov 11 2025,18700
14943,14943,4,06/18/2018,8300
14944,14944,4,2023-10-26,17600.00
14945,14945,3,2023-04-29,13300
14946,14946,1,2022-05-30,1500
14947,14947,2,2022-04-13,"$35,600.00"
14948,14948,2,2021-10-12,22300.00
14949,14949,2,Nov 08 2021,"$27,500.00"
14950,14950,3,10/19/2019,9600
14951,14951,3,12/05/2020,50000
14952,14952,2,2025-02-15,6300
14953,14953,2,2024-05-20,"$15,800.00"
14954,14954,4,Oct 05 2021,"$27,500.00"
14955,14955,3,05/16/2025,"$28,500.00"
14956,14956,4,2021-02-26,"$32,100.00"
14957,14957,2,Sep 03 2024,"$11,600.00"
14958,14958,2,2025-01-26,29000.00
14959,14959,2,2025-06-15,5700.00
14960,14960,4,Mar 13 2020,"$46,300.00"
14961,14961,3,2021-02-03,"$22,500.00"
14962,14962,2,2022-02-06,14300.00
14963,14963,4,Oct 23 2023,"$15,400.00"
14964,14964,4,2023-04-17,"$21,300.00"
14965,14965,2,2018-08-18,12800
14966,14966,4,09/20/2018,13400
14967,14967,3,2018-12-24,"$42,800.00"
14968,14968,3,06/22/2023,"$47,200.00"
14969,14969,4,2020-05-17,23100.00
14970,14970,3,Apr 01 2020,38900.00
14971,14971,3,2025-02-28,25100.00
14972,14972,4,2025-07-24,"$12,100.00"
14973,14973,3,2020-06-29,41400
14974,14974,2,Jul 15 2018,22800
14975,14975,4,May 06 2022,"$30,900.00"
14976,14976,2,Sep 12 2023,42200.00
14977,14977,4,2022-07-04,50000.00
14978,14978,4,2022-12-15,23300
14979,14979,3,Feb 19 2021,16300
14980,14980,3,10/26/2019,33100
14981,14981,4,11/14/2018,17000
14982,14982,4,2020-02-20,50000
14983,14983,1,2024-05-07,"$1,500.00"
14984,14984,4,2020-01-07,"$30,600.00"
14985,14985,2,05/11/2024,"$4,800.00"
14986,14986,4,2021-08-02,46500.00
14987,14987,2,2025-10-11,"$5,600.00"
14988,14988,2,2023-12-29,37900
14989,14989,2,Oct 24 2022,3500
14990,14990,4,2020-06-29,"$34,500.00"
14991,14991,2,2022-02-23,12600.00
14992,14992,3,2022-04-11,"$10,400.00"
14993,14993,4,08/20/2024,16500
14994,14994,3,2021-06-27,36100
14995,14995,4,09/08/2024,12600
14996,14996,4,2020-12-18,"$38,200.00"
14997,14997,4,2024-12-28,43600
14998,14998,4,2019-05-01,47000
14999,14999,2,2023-11-25,"$10,200.00"
15000,15000,3,2025-05-22,11100
15001,15001,3,2020-09-14,"$5,800.00"
15002,15002,2,06/30/2023,"$32,900.00"
15003,15003,3,11/12/2022,9100
15004,15004,4,09/20/2018,24300
15005,15005,4,2024-05-06,16000
15006,15006,3,2020-05-21,40400
15007,15007,4,2019-09-30,29800
15008,15008,4,2020-01-28,50000
15009,15009,4,2022-05-02,6700
15010,15010,4,2018-10-06,38100.00
15011,15011,2,2025-02-03,12100
15012,15012,2,2024-09-06,"$3,100.00"
15013,15013,4,2023-07-27,"$11,400.00"
15014,15014,1,Jun 11 2023,"$1,500.00"
15015,15015,4,2021-01-10,36300.00
15016,15016,3,2020-05-06,19600.00
15017,15017,4,Aug 21 2020,"$24,800.00"
15018,15018,2,2019-01-11,"$12,000.00"
15019,15019,4,11/22/2025,19600
15020,15020,2,2021-04-04,21400
15021,15021,1,08/04/2018,1500.00
15022,15022,3,07/14/2022,21200.00
15023,15023,4,Feb 03 2024,50000
15024,15024,3,2018-06-04,7700.00
15025,15025,4,2023-07-13,17100
15026,15026,2,2022-01-10,"$14,100.00"
15027,15027,2,2019-12-07,"$15,400.00"
15028,15028,3,2025-09-01,"$12,300.00"
15029,15029,3,Nov 19 2020,46400
15030,15030,4,2018-11-30,"$50,000.00"
15031,15031,4,2022-08-10,"$19,400.00"
15032,15032,3,11/05/2018,17700.00
15033,15033,3,2020-02-07,3200.00
15034,15034,3,2018-12-06,15500.00
15035,15035,4,2023-03-28,"$50,000.00"
15036,15036,4,02/19/2024,28900
15037,15037,2,2022-01-16,7300
15038,15038,2,2018-11-03,"$18,300.00"
15039,15039,3,09/06/2023,"$22,800.00"
15040,15040,3,Jul 23 2023,30100
15041,15041,4,09/03/2019,41700
15042,15042,4,2020-09-25,47100
15043,15043,2,Jul 01 2023,"$12,700.00"
15044,15044,3,09/28/2018,"$10,900.00"
15045,15045,3,2025-11-04,11200
15046,15046,1,2021-10-20,"$1,500.00"
15047,15047,4,2023-12-08,"$36,200.00"
15048,15048,3,Mar 12 2022,29300
15049,15049,2,05/22/2025,7100
15050,15050,2,2024-05-28,29500
15051,15051,2,2020-05-23,"$6,000.00"
15052,15052,4,04/18/2023,"$18,200.00"
15053,15053,3,Nov 27 2025,"$44,000.00"
15054,15054,4,2019-03-19,43900
15055,15055,4,2023-01-31,17300
15056,15056,3,08/14/2018,19000
15057,15057,2,01/23/2021,10200.00
15058,15058,4,2018-08-31,22100
15059,15059,4,06/24/2020,25300
15060,15060,3,2023-07-24,19800
15061,15061,3,2023-10-19,"$50,000.00"
15062,15062,4,2019-01-22,17700.00
15063,15063,3,Jul 31 2021,10200
15064,15064,1,2020-10-20,1500.00
15065,15065,2,03/17/2023,22600
15066,15066,2,Jan 26 2025,"$31,000.00"
15067,15067,4,2021-05-12,30100
15068,15068,4,Apr 13 2023,28300.00
15069,15069,4,Nov 17 2022,13200
15070,15070,3,2019-09-17,18200.00
15071,15071,4,Jul 08 2025,50000
15072,15072,4,05/29/2019,22300.00
15073,15073,3,2019-08-23,"$18,300.00"
15074,15074,2,2019-06-19,17400
15075,15075,4,10/26/2025,50000
15076,15076,4,Apr 04 2020,50000
15077,15077,1,2023-08-06,1500
15078,15078,3,Jan 28 2020,17400.00
15079,15079,2,2025-04-17,13300
15080,15080,4,09/15/2022,13600.00
15081,15081,4,May 11 2019,"$50,000.00"
15082,15082,1,2024-11-30,1500
15083,15083,3,2024-01-20,36700
15084,15084,2,2018-08-08,50000
15085,15085,4,2018-12-31,"$9,400.00"
15086,15086,3,Aug 03 2019,23500
15087,15087,3,10/15/2023,12700
15088,15088,4,01/04/2023,"$45,300.00"
15089,15089,4,02/27/2020,22800
15090,15090,3,03/11/2022,4800.00
15091,15091,3,2025-09-06,10800
15092,15092,4,02/15/2023,30800
15093,15093,2,2020-02-04,"$8,300.00"
15094,15094,2,Jul 09 2019,"$6,700.00"
15095,15095,4,2020-08-19,"$32,300.00"
15096,15096,4,02/23/2020,32400
15097,15097,2,2020-05-29,"$5,400.00"
15098,15098,4,2021-06-30,"$27,700.00"
15099,15099,2,2022-12-21,30200.00
15100,15100,4,11/08/2020,50000
15101,15101,3,2023-01-16,"$15,600.00"
15102,15102,4,01/17/2019,"$36,400.00"
15103,15103,2,01/05/2024,25100.00
15104,15104,3,2019-12-27,"$12,600.00"
15105,15105,2,2021-09-07,10900
15106,15106,2,Aug 11 2021,15000
15107,15107,1,2025-11-22,1500.00
15108,15108,3,Apr 21 2019,"$17,100.00"
15109,15109,2,2025-02-19,20800.00
15110,15110,2,12/13/2023,"$36,800.00"
15111,15111,3,2021-02-02,44300
15112,15112,4,2023-02-03,"$45,300.00"
15113,15113,3,2024-06-13,8800
15114,15114,4,2024-02-10,"$19,500.00"
15115,15115,3,2021-07-26,"$21,200.00"
15116,15116,4,2022-10-08,18600
15117,15117,4,Apr 13 2024,"$50,000.00"
15118,15118,3,2019-07-10,30000.00
15119,15119,4,2019-01-27,"$23,800.00"
15120,15120,3,Jul 11 2020,"$41,400.00"
15121,15121,3,Oct 23 2025,14000
15122,15122,1,10/14/2024,1500
15123,15123,4,Jan 19 2020,25700
15124,15124,4,2021-03-26,50000
15125,15125,4,06/26/2019,17300.00
15126,15126,3,09/30/2024,11500.00
15127,15127,4,11/25/2022,"$24,000.00"
15128,15128,2,02/23/2021,16600.00
15129,15129,3,2025-09-23,"$20,600.00"
15130,15130,3,2024-02-14,40900
15131,15131,4,2019-02-19,14300.00
15132,15132,4,2022-09-15,"$37,300.00"
15133,15133,3,09/15/2018,"$17,100.00"
15134,15134,4,2018-12-10,"$29,100.00"
15135,15135,3,2022-06-22,12000
15136,15136,4,12/15/2019,20500.00
15137,15137,4,Jul 19 2022,22700
15138,15138,3,2019-08-21,"$12,900.00"
15139,15139,3,2024-04-25,9500
15140,15140,3,07/12/2022,"$36,600.00"
15141,15141,3,2024-07-06,"$12,400.00"
15142,15142,3,08/07/2024,12300
15143,15143,3,Sep 19 2018,4700.00
15144,15144,4,2019-02-12,"$40,300.00"
15145,15145,2,2022-04-05,40600
15146,15146,2,2024-06-11,"$10,100.00"
15147,15147,4,2024-08-24,48700.00
15148,15148,2,Sep 07 2025,19600
15149,15149,4,2025-08-07,15800
15150,15150,2,2019-06-18,15300
15151,15151,2,2020-09-12,"$24,100.00"
15152,15152,4,2019-08-31,"$50,000.00"
15153,15153,1,2019-05-12,1500
15154,15154,4,Oct 30 2019,"$17,700.00"
15155,15155,4,2019-02-01,27100
15156,15156,3,2025-09-01,21700
15157,15157,4,2024-09-25,9000
15158,15158,3,12/29/2021,"$28,100.00"
15159,15159,4,2020-10-04,39100
15160,15160,4,2022-07-14,18300.00
15161,15161,3,2019-01-16,10600.00
15162,15162,2,2024-10-18,9100.00
15163,15163,2,2025-04-04,35100
15164,15164,3,2023-06-04,"$25,300.00"
15165,15165,1,2023-02-01,1500.00
15166,15166,2,12/07/2020,"$15,000.00"
15167,15167,4,12/27/2023,13700.00
15168,15168,1,Jun 15 2021,1500.00
15169,15169,3,2024-02-03,18100.00
15170,15170,3,11/28/2024,17300.00
15171,15171,3,08/05/2019,"$22,300.00"
15172,15172,4,2025-02-12,"$22,600.00"
15173,15173,2,08/18/2019,"$8,200.00"
15174,15174,3,2024-06-15,21000.00
15175,15175,4,2020-07-13,"$50,000.00"
15176,15176,4,2021-08-13,"$30,700.00"
15177,15177,4,10/24/2020,42100
15178,15178,4,Nov 23 2019,24200
15179,15179,3,Sep 08 2018,"$50,000.00"
15180,15180,2,07/15/2019,"$10,600.00"
15181,15181,4,04/18/2023,"$50,000.00"
15182,15182,3,Jun 16 2025,6900
15183,15183,3,2018-07-04,"$48,600.00"
15184,15184,3,10/10/2020,"$17,500.00"
15185,15185,3,07/30/2021,"$40,900.00"
15186,15186,3,Jan 21 2019,"$20,300.00"
15187,15187,2,2020-10-05,10900.00
15188,15188,2,2020-03-30,"$14,200.00"
15189,15189,3,2018-06-06,7700
15190,15190,4,2019-02-04,34900
15191,15191,3,Apr 22 2021,"$37,800.00"
15192,15192,4,07/10/2023,31700.00
15193,15193,3,2019-04-29,15000
15194,15194,3,Feb 08 2022,24500
15195,15195,4,Oct 01 2022,15200.00
15196,15196,2,2019-07-18,18500
15197,15197,4,2018-10-10,23300
15198,15198,2,2018-12-09,"$19,000.00"
15199,15199,2,Jun 21 2023,7400
15200,15200,2,Feb 27 2019,14200.00
15201,15201,2,12/16/2020,3800
15202,15202,4,09/15/2019,"$18,200.00"
15203,15203,4,2023-10-15,"$21,000.00"
15204,15204,3,2020-12-08,18900.00
15205,15205,2,2024-07-29,"$11,400.00"
15206,15206,4,2018-07-30,"$50,000.00"
15207,15207,2,2021-04-05,"$10,600.00"
15208,15208,3,04/18/2025,24900.00
15209,15209,2,2022-06-03,7000
15210,15210,2,2025-10-22,24100
15211,15211,3,Jan 25 2020,16000
15212,15212,2,Dec 31 2023,"$11,900.00"
15213,15213,3,May 10 2020,25100
15214,15214,4,Aug 17 2020,25500
15215,15215,2,2024-12-24,"$20,400.00"
15216,15216,4,04/02/2022,"$16,700.00"
15217,15217,2,12/06/2019,24500
15218,15218,3,07/20/2020,24400
15219,15219,2,2020-08-21,23500
