cardholder_id,age,annual_income,employment_status,region_id,fico_origination,credit_history_months
14130,42,26300,employed,2,444,220
14131,28,"$90,700.00",Employed,3,636,18
14132,67,"$112,900.00",Retired,1,657,399
14133,71,92900.00,Employed,4,673,193
14134,62,"$47,800.00",Student,3,485,143
14135,50,70600,employed,4,595,85
14136,75,47300.00,,2,582,307
14137,40,53400.00,Employed,1,545,95
14138,45,"$52,000.00",employed,3,419,96
14139,21,"$19,900.00",EMPLOYED,2,510,10
14140,61,"$40,000.00",Employed,1,529,209
14141,26,"$139,100.00",employed,3,610,68
14142,58,54800,Employed,4,515,370
14143,65,"$62,900.00",Employed,4,599,122
14144,33,"$51,400.00",EMPLOYED,2,530,59
14145,55,46800,Self-Employed,3,684,97
14146,38,53500.00,employed,1,550,140
14147,43,,Employed,2,602,209
14148,51,19900,Student,4,484,62
14149,35,"$74,100.00",Self-Employed,2,542,96
14150,66,121400,Employed,2,666,110
14151,43,"$31,800.00",Employed,4,454,227
14152,47,"$45,400.00",Employed,1,500,98
14153,67,"$115,800.00",Employed,2,617,332
14154,33,"$36,400.00",employed,1,545,70
14155,46,"$64,800.00",employed,3,490,136
14156,77,"$400,000.00",Student,4,740,261
14157,43,71400,Student,3,551,121
14158,27,,,4,559,51
14159,37,"$78,000.00",Retired,2,605,114
14160,75,86100,Employed,3,571,457
14161,64,43300,Retired,3,530,323
14162,67,27000,Unemployed,4,461,348
14163,35,"$67,900.00",retired,2,624,139
14164,68,82700,Self-Employed,3,579,230
14165,43,47000,retired,2,563,230
14166,66,123100,Employed,1,499,279
14167,71,"$114,600.00",Employed,1,631,196
14168,32,72800,Retired,4,671,30
14169,74,53300.00,Employed,3,609,478
14170,57,22200.00,Employed,3,472,203
14171,62,53500,retired,1,568,252
14172,64,"$25,500.00",Employed,2,525,153
14173,30,17600,Employed,2,518,75
14174,63,77700,Employed,2,582,221
14175,33,87400.00,EMPLOYED,3,625,65
14176,36,,unemployed,3,402,133
14177,27,,EMPLOYED,3,446,45
14178,31,"$50,700.00",Self-Employed,4,529,88
14179,76,"$53,400.00",Employed,2,690,310
14180,39,28400.00,EMPLOYED,4,466,171
14181,43,97800,Employed,2,641,164
14182,48,29900.00,,4,638,156
14183,61,"$24,000.00",Employed,2,477,174
14184,53,30100,Employed,4,552,182
14185,51,"$68,900.00",EMPLOYED,1,592,315
14186,68,52500,Employed,2,519,222
14187,49,"$38,900.00",SELF-EMPLOYED,3,540,61
14188,64,"$73,900.00",Employed,1,577,89
14189,72,"$69,700.00",Employed,2,580,362
14190,59,"$20,300.00",EMPLOYED,1,349,83
14191,23,62400.00,Employed,1,500,10
14192,36,88900.00,EMPLOYED,2,561,127
14193,56,"$53,500.00",Employed,3,597,255
14194,48,"$49,300.00",Student,3,571,223
14195,37,123000,EMPLOYED,4,648,171
14196,40,"$38,600.00",EMPLOYED,2,508,121
14197,25,"$46,300.00",Employed,2,579,61
14198,34,,Employed,4,652,101
14199,65,59800.00,EMPLOYED,4,636,407
14200,21,"$43,300.00",Employed,4,502,28
14201,68,"$61,600.00",EMPLOYED,4,579,180
14202,40,107600,Employed,2,679,164
14203,67,84800.00,EMPLOYED,1,622,425
14204,35,"$50,300.00",Employed,2,499,34
14205,68,40100,Employed,4,515,95
14206,53,40200,Student,1,472,121
14207,69,91100,Employed,1,583,157
14208,24,"$24,200.00",Employed,2,514,32
14209,66,"$173,200.00",Student,3,628,424
14210,36,51500,Student,1,578,157
14211,41,28700,SELF-EMPLOYED,1,526,61
14212,23,"$53,600.00",Employed,1,595,42
14213,75,"$42,300.00",Self-Employed,4,569,171
14214,57,"$47,000.00",student,3,586,176
14215,76,"$30,900.00",Employed,1,478,380
14216,53,"$50,200.00",Employed,2,542,139
14217,30,"$19,600.00",employed,3,494,48
14218,40,"$40,500.00",Employed,2,637,89
14219,46,"$37,500.00",Employed,2,584,148
14220,29,"$40,400.00",Employed,3,512,23
14221,74,"$42,900.00",Self-Employed,3,527,368
14222,75,61600.00,Employed,3,613,270
14223,53,,Employed,3,602,231
14224,54,66000,employed,4,578,104
14225,61,103400.00,Employed,1,596,319
14226,59,45700,Student,1,517,227
14227,24,"$57,400.00",student,2,512,15
14228,51,"$65,400.00",STUDENT,4,634,229
14229,65,98200,Employed,1,631,314
14230,66,"$42,300.00",EMPLOYED,1,516,389
14231,54,80000,Employed,1,604,318
14232,72,40800.00,Student,3,531,361
14233,54,"$43,400.00",unemployed,2,540,181
14234,42,45500,EMPLOYED,4,546,188
14235,46,66700.00,Employed,4,569,216
14236,60,"$35,200.00",Employed,3,521,367
14237,71,39000,employed,2,563,411
14238,34,"$38,700.00",employed,4,616,104
14239,37,"$53,600.00",Employed,1,519,118
14240,58,37400,Self-Employed,4,425,251
14241,64,65600,Employed,1,552,252
14242,43,45700,Employed,2,575,179
14243,57,76300,Employed,1,604,334
14244,21,50400.00,Employed,2,584,10
14245,37,115400.00,Self-Employed,3,563,126
14246,75,64100,Employed,2,648,386
14247,53,"$32,300.00",Employed,4,562,269
14248,70,"$54,200.00",Student,1,469,345
14249,33,52100,Employed,2,461,62
14250,37,"$34,800.00",Retired,4,526,43
14251,76,120500,employed,1,639,259
14252,77,"$53,200.00",,3,630,267
14253,70,"$44,600.00",Employed,3,625,334
14254,39,"$57,400.00",SELF-EMPLOYED,3,478,155
14255,66,39100,Employed,2,568,414
14256,47,84400,employed,1,602,118
14257,69,"$83,800.00",Retired,3,586,359
14258,69,63000.00,Self-Employed,4,500,171
14259,45,70700,Retired,2,445,51
14260,38,42100.00,,4,570,144
14261,76,31000,Employed,1,489,358
14262,46,,Employed,1,547,247
14263,45,"$43,200.00",Employed,4,615,177
14264,58,"$22,800.00",Unemployed,4,506,338
14265,74,37600,Employed,2,467,480
14266,28,29000,Employed,1,535,51
14267,77,,Employed,1,564,276
14268,45,98700.00,Student,3,666,66
14269,22,61900,EMPLOYED,2,612,34
14270,38,81300.00,Student,1,584,185
14271,47,68700,Student,3,640,278
14272,59,"$93,100.00",Employed,3,549,180
14273,53,56600.00,Employed,3,545,187
14274,28,"$99,900.00",Self-Employed,1,610,31
14275,48,31500.00,employed,4,474,179
14276,34,50200.00,Student,2,531,54
14277,36,32900.00,Employed,2,427,48
14278,61,100800,SELF-EMPLOYED,2,613,107
14279,66,70900,Self-Employed,2,598,145
14280,29,"$86,500.00",Employed,3,429,59
14281,55,30000,Employed,4,463,155
14282,45,41300,,2,558,169
14283,40,23800,Retired,1,568,123
14284,61,"$67,800.00",Employed,4,638,264
14285,35,"$42,900.00",Employed,4,510,83
14286,64,,Self-Employed,3,576,100
14287,43,54500.00,employed,1,512,113
14288,26,19200.00,Employed,1,413,50
14289,66,"$27,800.00",Employed,3,547,228
14290,69,"$61,600.00",Student,1,546,151
14291,53,68900.00,Self-Employed,1,517,156
14292,62,"$21,300.00",Employed,3,576,127
14293,29,"$48,800.00",Employed,4,444,104
14294,40,"$33,600.00",Employed,3,507,121
14295,40,"$32,200.00",Unemployed,2,601,195
14296,64,43400.00,Employed,2,604,138
14297,41,56400,employed,2,589,116
14298,62,42100,Self-Employed,3,605,238
14299,38,"$21,500.00",Retired,3,445,95
14300,55,59400,Employed,3,530,154
14301,32,43900,,2,582,93
14302,52,"$36,500.00",Employed,4,603,311
14303,25,43400,,2,629,60
14304,62,49500.00,Employed,3,578,315
14305,22,50200,Self-Employed,4,539,25
14306,77,"$54,700.00",Employed,2,594,276
14307,68,"$63,700.00",Self-Employed,2,505,307
14308,53,,Unemployed,1,539,302
14309,72,"$86,800.00",EMPLOYED,4,563,480
14310,67,"$120,300.00",Student,2,595,277
14311,29,"$50,400.00",employed,3,569,79
14312,63,"$43,900.00",Employed,4,541,279
14313,42,28000.00,Employed,2,651,43
14314,69,79400.00,Self-Employed,4,638,353
14315,70,39700,retired,2,575,139
14316,75,174500.00,Employed,2,709,162
14317,46,190000.00,Employed,1,605,141
14318,32,"$46,700.00",Employed,1,520,114
14319,28,23900.00,Student,4,495,44
14320,30,"$68,300.00",Employed,2,534,81
14321,77,157100,Employed,3,628,181
14322,54,"$31,100.00",Employed,4,604,335
14323,41,"$125,200.00",,1,581,57
14324,46,23700.00,Employed,3,471,94
14325,30,26500.00,employed,4,636,66
14326,53,64200.00,Employed,2,666,335
14327,45,85600,EMPLOYED,1,665,62
14328,66,"$57,000.00",Employed,1,568,240
14329,22,60200.00,Unemployed,3,470,26
14330,74,99400,Employed,1,639,110
14331,24,,Retired,2,668,39
14332,44,"$40,800.00",Employed,2,507,69
14333,40,"$36,000.00",Student,4,455,117
14334,61,,,3,615,172
14335,58,69900,Student,3,629,321
14336,32,66900,,2,573,82
14337,48,,Self-Employed,4,641,195
14338,51,"$73,900.00",Employed,1,552,143
14339,47,"$33,400.00",Retired,2,480,100
14340,22,55000.00,employed,1,576,27
14341,31,"$53,800.00",Employed,3,572,50
14342,49,"$58,100.00",Employed,2,633,81
14343,35,73900,Retired,3,565,47
14344,52,35200.00,Employed,2,608,166
14345,30,69100,Unemployed,3,677,94
14346,62,"$58,400.00",Employed,4,552,241
14347,31,35800,Retired,3,592,123
14348,58,"$31,400.00",EMPLOYED,2,621,96
14349,68,"$138,400.00",Unemployed,2,718,155
14350,41,"$51,700.00",Student,1,497,57
14351,28,43000.00,Retired,2,528,46
14352,21,29300,Unemployed,3,500,8
14353,41,"$87,000.00",Retired,3,576,188
14354,27,79200,Employed,3,547,34
14355,71,86400,Employed,4,541,142
14356,76,59200,Employed,4,607,228
14357,76,"$85,400.00",Employed,2,581,480
14358,73,41600,Employed,3,528,413
14359,54,"$61,900.00",Employed,1,636,289
14360,39,51600.00,Employed,3,594,56
14361,46,"$61,300.00",Self-Employed,1,631,235
14362,35,23000.00,,3,522,122
14363,68,137200.00,STUDENT,4,647,159
14364,45,"$112,200.00",Employed,1,557,162
14365,42,"$31,900.00",Employed,2,436,159
14366,60,74500.00,Student,2,592,227
14367,42,"$27,400.00",unemployed,2,430,60
14368,41,55400,Employed,1,741,124
14369,33,19200.00,Unemployed,4,527,86
14370,24,"$43,500.00",UNEMPLOYED,4,559,45
14371,23,"$39,700.00",Employed,3,529,27
14372,43,90400,Unemployed,4,668,139
14373,77,129500.00,employed,2,694,252
14374,35,"$111,300.00",EMPLOYED,4,566,140
14375,57,"$95,600.00",Employed,1,691,180
14376,39,"$54,900.00",Employed,4,501,138
14377,38,"$62,700.00",Employed,2,503,190
14378,30,60500.00,Self-Employed,4,600,65
14379,53,"$32,900.00",,2,398,268
14380,58,95500,Retired,1,698,242
14381,40,72400,Employed,2,604,194
14382,51,"$77,300.00",Employed,3,669,253
14383,48,"$19,600.00",SELF-EMPLOYED,4,407,109
14384,36,64000.00,,2,608,156
14385,60,90300,Employed,1,621,175
14386,52,55300,,3,505,61
14387,24,"$39,600.00",employed,3,556,23
14388,49,"$29,800.00",retired,3,511,273
14389,43,28200.00,Retired,2,462,120
14390,66,63000,Student,1,590,127
14391,38,47400,EMPLOYED,3,481,45
14392,75,"$54,300.00",Employed,3,541,168
14393,56,112500.00,Student,2,606,234
14394,28,"$28,700.00",Employed,3,511,22
14395,43,46000,Employed,2,489,111
14396,71,"$128,200.00",Student,4,620,318
14397,35,"$45,200.00",Self-Employed,1,574,145
14398,61,59400.00,Employed,1,550,209
14399,65,54100,Employed,3,565,300
14400,60,78900,EMPLOYED,2,534,236
14401,26,19900,SELF-EMPLOYED,1,476,30
14402,42,"$48,800.00",Student,3,640,190
14403,40,"$54,400.00",Employed,4,493,131
14404,40,33900,EMPLOYED,2,518,52
14405,71,69800,Retired,3,562,164
14406,21,,Unemployed,3,634,15
14407,51,68000,Unemployed,2,635,142
14408,76,"$135,600.00",Retired,1,679,393
14409,70,49000.00,Employed,2,526,374
14410,55,70500,,3,561,178
14411,77,75700.00,,2,670,202
14412,43,"$48,300.00",Employed,1,562,53
14413,55,93800.00,Employed,3,554,278
14414,51,"$63,200.00",Employed,2,620,96
14415,23,,Employed,4,486,44
14416,23,"$69,300.00",RETIRED,3,533,28
14417,72,47900.00,Self-Employed,3,497,176
14418,30,"$44,000.00",EMPLOYED,2,539,112
14419,41,"$47,700.00",STUDENT,1,543,84
14420,56,78700,Employed,1,577,321
14421,53,"$90,900.00",Self-Employed,4,638,247
14422,50,51400,Self-Employed,2,496,91
14423,76,55200,Employed,1,490,478
14424,65,23300.00,Unemployed,4,585,397
14425,74,"$43,900.00",Self-Employed,2,532,480
14426,58,,Employed,4,450,80
14427,76,"$70,000.00",,3,580,415
14428,55,"$53,700.00",STUDENT,1,511,288
14429,51,"$36,900.00",Student,3,646,223
14430,67,"$63,100.00",Self-Employed,1,509,410
14431,70,57800,EMPLOYED,3,596,298
14432,24,15800,Employed,1,449,40
14433,72,98800,EMPLOYED,3,643,344
14434,60,"$90,500.00",Unemployed,2,564,324
14435,72,53900,Retired,3,577,108
14436,61,67600,employed,1,585,201
14437,73,"$52,000.00",EMPLOYED,1,531,202
14438,36,25400,Self-Employed,3,479,83
14439,31,135400,Student,2,652,98
14440,32,"$72,000.00",Retired,3,603,133
14441,35,79400.00,Employed,3,581,132
14442,33,45400.00,Retired,2,561,53
14443,46,"$90,300.00",Self-Employed,1,631,78
14444,32,27700.00,SELF-EMPLOYED,2,469,44
14445,30,"$45,600.00",Student,4,489,39
14446,50,77100,Employed,2,464,246
14447,66,44300.00,employed,1,523,93
14448,28,"$76,100.00",Retired,1,634,75
14449,50,63400,Unemployed,3,620,79
14450,58,"$62,600.00",Self-Employed,3,601,213
14451,61,41700.00,Employed,1,481,336
14452,26,60000,Employed,2,602,65
14453,62,"$138,100.00",Retired,1,626,414
14454,22,53200,Employed,1,621,15
14455,34,66500,Student,1,578,79
14456,39,72600,Employed,4,578,162
14457,69,35500.00,Self-Employed,3,581,402
14458,31,,,1,603,102
14459,65,"$54,400.00",employed,2,625,281
14460,77,23500,,2,554,480
14461,75,86500.00,Employed,2,610,334
14462,38,"$34,600.00",Employed,4,511,83
14463,26,68000,Unemployed,1,572,20
14464,33,"$36,700.00",,2,407,137
14465,64,"$146,100.00",Employed,2,590,201
14466,32,45300,Student,4,514,122
14467,57,"$134,800.00",Unemployed,2,694,261
14468,42,49500,Employed,3,575,92
14469,64,56900,Employed,4,686,355
14470,55,114000.00,Unemployed,2,640,263
14471,54,"$37,100.00",EMPLOYED,2,478,324
14472,65,59800,retired,2,632,156
14473,75,"$77,400.00",Self-Employed,3,660,291
14474,41,63900,Employed,3,602,73
14475,51,56600,,1,546,219
14476,56,"$54,200.00",EMPLOYED,2,664,308
14477,67,86300,Self-Employed,1,648,177
14478,48,"$59,400.00",EMPLOYED,1,471,188
14479,42,82700,Employed,1,688,97
14480,69,70800,employed,1,621,304
14481,75,81300.00,Self-Employed,4,451,480
14482,53,93100,employed,3,684,272
14483,26,43500.00,Self-Employed,2,608,48
14484,37,86300,retired,1,594,112
14485,47,50900,Retired,1,530,58
14486,61,"$30,700.00",Student,1,556,376
14487,59,49300.00,Employed,2,566,364
14488,67,"$42,600.00",Employed,2,664,234
14489,22,"$58,200.00",Employed,4,582,31
14490,47,48000,Employed,2,494,262
14491,60,"$60,800.00",employed,2,550,397
14492,77,96500,Unemployed,2,561,430
14493,29,99000,Student,4,584,48
14494,71,,Employed,3,672,114
14495,21,79800,,4,580,7
14496,32,"$47,400.00",Employed,3,545,90
14497,69,29400.00,Employed,1,500,107
14498,65,34400,Self-Employed,1,591,401
14499,76,55800,Employed,1,468,225
14500,55,"$80,600.00",RETIRED,3,674,276
14501,56,"$51,900.00",Student,4,611,312
14502,51,94600,Employed,3,689,224
14503,50,"$126,000.00",UNEMPLOYED,2,603,117
14504,50,"$37,100.00",EMPLOYED,4,580,201
14505,37,136400,Employed,4,649,64
14506,69,28500,Employed,1,526,341
14507,41,122500,Student,4,622,54
14508,55,"$55,500.00",Employed,4,575,129
14509,59,51500,self-employed,4,577,372
14510,51,55300,Student,2,452,116
14511,55,39300.00,retired,2,508,311
14512,23,"$97,100.00",Employed,2,613,40
14513,39,"$38,700.00",Retired,1,495,56
14514,46,"$42,200.00",Employed,2,662,245
14515,43,"$28,900.00",Employed,4,503,129
14516,72,,unemployed,4,653,415
14517,72,43800,Employed,2,641,291
14518,61,"$40,800.00",Retired,4,545,86
14519,41,49300.00,SELF-EMPLOYED,2,577,218
14520,23,29900.00,Employed,3,482,14
14521,64,119500,Self-Employed,3,596,119
14522,71,"$55,800.00",Employed,3,546,126
14523,48,64900.00,Employed,4,626,234
14524,68,87200,Self-Employed,2,578,171
14525,74,150400,Employed,2,579,141
14526,52,"$83,900.00",SELF-EMPLOYED,2,678,139
14527,32,45900,Employed,2,560,129
14528,22,,Employed,4,460,19
14529,64,67900.00,Retired,3,530,314
14530,53,90200.00,Self-Employed,2,652,172
14531,29,"$54,100.00",Employed,1,569,52
14532,24,51100,Employed,2,594,52
14533,76,"$67,000.00",Employed,2,566,181
14534,39,22800.00,EMPLOYED,3,444,130
14535,39,56500,Student,2,538,187
14536,56,"$78,600.00",Unemployed,3,629,101
14537,41,52200,Employed,2,567,195
14538,73,99900,Employed,1,580,292
14539,59,96300,,3,633,321
14540,41,"$42,500.00",EMPLOYED,2,448,130
14541,36,"$63,700.00",Retired,4,563,73
14542,70,"$60,800.00",Employed,1,530,174
14543,54,22500,EMPLOYED,2,579,78
14544,73,"$55,400.00",Employed,4,544,452
14545,40,,EMPLOYED,3,652,167
14546,22,52200,Employed,4,575,19
14547,72,"$81,600.00",Employed,3,680,249
14548,34,"$47,000.00",EMPLOYED,3,481,109
14549,69,"$39,600.00",EMPLOYED,3,605,406
14550,61,64000,Employed,4,578,100
14551,34,155500.00,Employed,4,671,132
14552,64,21900,Employed,2,506,142
14553,25,"$55,300.00",Student,3,515,21
14554,43,42100,Self-Employed,4,556,190
14555,41,"$44,000.00",Self-Employed,2,510,206
14556,58,"$54,400.00",Employed,1,582,214
14557,51,47500.00,Employed,3,595,191
14558,55,73900,EMPLOYED,4,540,142
14559,48,49200,Employed,2,520,119
14560,63,22000,Employed,2,612,240
14561,30,"$90,600.00",RETIRED,4,637,63
14562,61,95800,Employed,2,638,85
14563,23,37600,Self-Employed,4,479,11
14564,25,"$51,000.00",Employed,1,533,39
14565,62,"$100,100.00",Employed,2,691,204
14566,30,81100.00,Self-Employed,3,628,89
14567,64,107400,,3,672,185
14568,28,"$59,800.00",,1,528,57
14569,29,71700,Employed,3,620,49
14570,74,114000.00,,1,541,161
14571,31,"$43,800.00",Retired,1,399,77
14572,73,"$73,500.00",Employed,4,575,442
14573,40,,Employed,4,508,194
14574,66,"$28,800.00",unemployed,1,554,343
14575,74,"$75,700.00",Employed,3,720,102
14576,27,67400.00,Employed,1,569,32
14577,39,44400,EMPLOYED,3,486,78
14578,53,"$42,600.00",Student,2,592,298
14579,70,50800.00,Unemployed,4,483,429
14580,31,"$55,800.00",Retired,2,528,93
14581,31,18100,Employed,4,380,41
14582,41,65700,Employed,2,567,210
14583,32,"$52,100.00",Employed,4,651,117
14584,36,"$58,400.00",Student,2,564,137
14585,28,47800,Student,3,550,82
14586,68,"$31,700.00",Self-Employed,2,474,209
14587,66,"$35,800.00",self-employed,4,545,418
14588,29,"$100,700.00",EMPLOYED,3,607,38
14589,51,"$41,500.00",Employed,3,508,196
14590,57,81700,Retired,1,513,336
14591,56,34800.00,EMPLOYED,1,530,157
14592,77,"$60,700.00",Employed,4,642,424
14593,57,46600,Employed,4,653,138
14594,60,"$50,500.00",employed,1,648,128
14595,22,42200,Employed,2,525,11
14596,25,"$95,500.00",Employed,4,553,16
14597,56,"$134,600.00",,2,658,289
14598,72,"$66,800.00",Retired,4,562,396
14599,43,44600.00,Student,2,580,98
14600,57,"$31,200.00",Employed,2,571,196
14601,32,"$27,400.00",Employed,3,461,120
14602,47,104800.00,Employed,1,656,55
14603,63,"$30,000.00",Employed,3,513,200
14604,58,46700,Retired,3,560,359
14605,27,53900,Retired,2,508,65
14606,71,"$18,600.00",EMPLOYED,3,557,295
14607,73,"$34,300.00",UNEMPLOYED,2,431,396
14608,48,30000,employed,1,525,179
14609,40,"$39,300.00",employed,1,528,52
14610,51,62300,Employed,4,544,109
14611,66,93300,Self-Employed,1,602,218
14612,46,40400.00,employed,4,451,75
14613,22,"$40,000.00",Employed,3,460,13
14614,25,47200.00,Employed,1,531,60
14615,67,"$41,000.00",employed,2,476,249
14616,65,"$70,600.00",SELF-EMPLOYED,4,532,176
14617,65,71600,Self-Employed,3,635,203
14618,28,14800.00,Employed,2,517,67
14619,30,67900,Retired,3,522,25
14620,43,56900.00,Employed,3,506,169
14621,34,"$58,200.00",Self-Employed,3,419,30
14622,43,"$91,400.00",Self-Employed,4,587,54
14623,52,24900.00,EMPLOYED,1,526,78
14624,36,29700,Retired,4,467,41
14625,28,"$48,900.00",Employed,4,566,34
14626,43,18900,Retired,4,498,61
14627,62,52600,Employed,1,612,281
14628,56,82800,EMPLOYED,2,596,277
14629,39,63200.00,Employed,4,580,69
14630,38,54600,Employed,2,542,190
14631,54,50500.00,Employed,1,566,330
14632,30,42000,Employed,2,455,59
14633,68,47600.00,employed,4,556,466
14634,70,66100.00,Employed,4,538,205
14635,22,24500,EMPLOYED,3,530,22
14636,76,"$117,600.00",Retired,2,765,480
14637,22,,Unemployed,1,612,28
14638,47,70200.00,EMPLOYED,4,623,261
14639,59,59300.00,unemployed,3,561,236
14640,39,31500,EMPLOYED,4,512,77
14641,32,91900,EMPLOYED,4,604,63
14642,23,"$80,400.00",self-employed,3,559,47
14643,62,"$28,500.00",Employed,1,550,105
14644,23,47800,Employed,2,566,35
14645,48,60200,Retired,2,476,278
14646,43,"$21,200.00",RETIRED,2,516,220
14647,76,23500.00,Employed,4,500,480
14648,74,41500,Employed,3,443,146
14649,67,32600.00,Student,2,626,454
14650,62,36200,Employed,1,491,90
14651,51,30700.00,Employed,2,601,139
14652,40,"$50,200.00",Employed,4,507,203
14653,30,34100,Employed,3,505,93
14654,76,100500,Employed,2,586,480
14655,42,58000,Employed,4,551,88
14656,45,77500,Employed,1,637,200
14657,29,"$23,700.00",Student,3,512,85
14658,36,39400,Unemployed,2,475,149
14659,57,60400,EMPLOYED,3,522,310
14660,45,66400.00,Retired,2,592,154
14661,54,"$41,900.00",Employed,1,504,69
14662,33,"$41,200.00",employed,3,486,94
14663,25,"$41,800.00",Retired,4,521,58
14664,71,52300,Employed,3,542,269
14665,45,"$143,500.00",Employed,1,559,115
14666,41,"$61,400.00",Employed,4,544,105
14667,37,53400,Retired,4,630,130
14668,58,32300,self-employed,4,436,199
14669,53,32100,Retired,3,523,188
14670,43,48800,Employed,4,536,189
14671,74,"$100,600.00",employed,3,660,354
14672,72,"$54,900.00",Employed,4,661,346
14673,32,47900,Employed,3,629,101
14674,57,40600.00,Retired,1,452,339
14675,76,27800.00,RETIRED,1,476,313
14676,48,66700.00,Employed,4,565,85
14677,22,43900,Student,4,639,33
14678,28,61700,EMPLOYED,4,438,53
14679,59,61300,Employed,4,584,329
14680,72,"$38,900.00",employed,3,611,420
14681,28,55900.00,student,4,516,43
14682,52,31200,Self-Employed,4,617,177
14683,49,60700,Employed,3,550,294
14684,37,"$51,000.00",Employed,4,586,116
14685,57,113600.00,Retired,4,710,179
14686,71,40500,Employed,2,583,480
14687,34,"$28,500.00",Employed,2,472,126
14688,24,"$41,200.00",self-employed,2,618,12
14689,41,"$70,100.00",Employed,3,662,98
14690,38,"$15,000.00",Employed,4,469,145
14691,62,85800.00,Employed,2,628,270
14692,51,"$50,500.00",,4,527,259
14693,22,29400,STUDENT,2,565,29
14694,40,,Employed,3,449,148
14695,62,41500,Employed,1,539,386
14696,48,31600,Employed,2,574,211
14697,53,23400.00,employed,3,498,251
14698,36,"$72,600.00",Employed,1,601,60
14699,39,41100.00,Self-Employed,4,488,88
14700,28,"$42,300.00",Employed,1,569,40
14701,25,"$72,900.00",Employed,4,607,45
14702,23,"$50,700.00",Unemployed,1,522,15
14703,56,28000,Employed,1,565,120
14704,29,68600.00,Employed,3,643,77
14705,53,"$109,000.00",employed,3,588,77
14706,75,"$76,100.00",retired,2,634,194
14707,60,"$38,900.00",Employed,1,482,119
14708,53,"$28,800.00",Student,4,509,274
14709,27,33500.00,Employed,2,487,30
14710,48,57400,employed,2,491,189
14711,71,113600,employed,3,612,185
14712,42,38000,,1,421,153
14713,68,44200,Employed,2,513,239
14714,61,91300,Employed,3,630,235
14715,36,43000.00,Employed,3,581,91
14716,29,"$109,700.00",employed,3,634,58
14717,21,"$45,800.00",Employed,4,497,12
14718,36,"$88,300.00",Employed,2,624,167
14719,39,"$62,800.00",Employed,1,560,117
14720,58,78300,Employed,4,605,180
14721,53,51600,Employed,3,494,90
14722,48,52100,Employed,2,566,93
14723,62,69900,Employed,3,571,179
14724,64,83500,EMPLOYED,1,572,353
14725,61,73000.00,Employed,1,581,109
14726,72,27100,Employed,3,587,126
14727,41,59900.00,,3,604,210
14728,67,43900,Self-Employed,1,485,316
14729,44,42200.00,Self-Employed,3,621,201
14730,31,62800.00,Self-Employed,3,653,65
14731,29,"$108,900.00",Employed,1,615,78
14732,26,45100.00,Student,2,604,76
14733,75,"$147,400.00",Retired,2,582,427
14734,30,"$31,100.00",Unemployed,1,505,24
14735,68,103000,Employed,3,589,380
14736,65,71000.00,employed,3,601,101
14737,46,"$59,700.00",Student,2,576,228
14738,73,"$112,300.00",Student,3,555,329
14739,72,45100,Employed,3,660,103
14740,73,107100.00,Unemployed,1,686,360
14741,49,"$50,100.00",Employed,2,619,145
14742,37,"$39,300.00",employed,3,584,137
14743,23,27200,Student,1,523,24
14744,68,"$120,700.00",Employed,4,613,341
14745,70,99600,Employed,2,675,156
14746,51,"$44,700.00",Unemployed,2,555,64
14747,25,63700,Retired,2,608,62
14748,67,62400,Employed,1,513,376
14749,38,"$44,900.00",Retired,3,519,56
14750,52,"$86,000.00",EMPLOYED,1,633,177
14751,58,43000,employed,3,534,82
14752,29,18900,EMPLOYED,1,380,105
14753,24,,Employed,1,551,50
14754,25,51400,Employed,3,424,37
14755,75,46500.00,Self-Employed,1,653,106
14756,75,40600.00,Self-Employed,1,576,445
14757,45,26900,SELF-EMPLOYED,2,502,86
14758,45,46000,Self-Employed,1,549,181
14759,44,"$36,400.00",Retired,3,453,161
14760,40,"$81,900.00",Student,4,724,129
14761,51,70000,EMPLOYED,1,565,161
14762,41,"$42,900.00",Retired,2,542,179
14763,56,71600,employed,4,575,259
14764,42,51000.00,Student,1,601,62
14765,56,50100,Unemployed,4,582,242
14766,74,59000,Employed,2,583,286
14767,32,114000.00,Retired,2,640,65
14768,24,"$66,300.00",,3,557,27
14769,51,48500,Employed,1,628,171
14770,27,"$75,200.00",,4,683,35
14771,34,76200,Self-Employed,4,600,78
14772,66,"$66,000.00",EMPLOYED,3,451,188
14773,44,"$46,500.00",RETIRED,3,653,207
14774,52,"$46,600.00",Employed,3,559,83
14775,65,"$36,100.00",Employed,3,625,322
14776,28,"$54,800.00",Employed,3,582,63
14777,48,"$41,700.00",Employed,3,556,273
14778,22,"$40,400.00",Employed,3,520,26
14779,49,"$72,900.00",Student,4,553,284
14780,33,"$110,200.00",EMPLOYED,4,623,102
14781,72,"$71,000.00",Self-Employed,3,663,480
14782,35,49600,Employed,1,527,37
14783,32,50900,Employed,4,558,105
14784,21,"$81,700.00",Self-Employed,1,705,16
14785,28,"$60,100.00",Employed,1,527,44
14786,33,56300,Student,1,563,117
14787,33,58100.00,EMPLOYED,2,473,35
14788,63,"$30,500.00",Employed,3,580,304
14789,71,"$71,300.00",Student,4,632,480
14790,69,40000,Employed,2,487,140
14791,75,72500,Student,4,548,392
14792,72,"$43,100.00",Retired,3,606,373
14793,46,"$71,000.00",Employed,1,619,134
14794,43,"$50,200.00",EMPLOYED,2,559,183
